Title,Alternative Title,Description,Language,Publisher,Genre,Subject,Temporal Coverage,Date Range,Solr Year,Date Issued,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Identifier,Slug,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
"Land Survey Map: Webster County, Iowa; 86N 27W","Iowa land survey map of t086n, r027w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1849,[1846 TO 1849],1846,1846,"Webster County, Iowa|Iowa","-94.04796718, 42.20976017, -93.93150238, 42.2963767",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1063,9f92f606-b03e-4b85-822a-b2d9ea8c3de3,9f92f606-b03e-4b85-822a-b2d9ea8c3de3,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Hamilton County, Iowa; 87N 24W","Iowa land survey map of t087n, r024w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1849,[1846 TO 1849],1846,1846,"Hamilton County, Iowa|Iowa","-93.69881147, 42.29596002, -93.5813844, 42.38357993",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_960,8ea4dc74-c871-40ef-afb2-584dbd722516,8ea4dc74-c871-40ef-afb2-584dbd722516,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Hamilton County, Iowa; 87N 26W","Iowa land survey map of t087n, r026w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1849,[1846 TO 1849],1846,1846,"Hamilton County, Iowa|Iowa","-93.93192896, 42.29596044, -93.81556063, 42.38393758",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1030,b1e26fa1-86cb-41d7-8154-949f9225a431,b1e26fa1-86cb-41d7-8154-949f9225a431,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Hardin County, Iowa; 88N 21W","Iowa land survey map of t088n, r021w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1849,[1846 TO 1849],1846,1846,"Hardin County, Iowa|Iowa","-93.34706929, 42.38285091, -93.2319386, 42.47091537",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_855,41a89bfd-b7fd-4813-9835-15fb2afe9ded,41a89bfd-b7fd-4813-9835-15fb2afe9ded,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Hardin County, Iowa; 88N 22W","Iowa land survey map of t088n, r022w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1849,[1846 TO 1849],1846,1846,"Hardin County, Iowa|Iowa","-93.46296088, 42.38331734, -93.34667173, 42.47076453",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_891,62fe8487-c1d5-4964-96fe-9997b7a8d347,62fe8487-c1d5-4964-96fe-9997b7a8d347,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Hamilton County, Iowa; 88N 23W","Iowa land survey map of t088n, r023w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1849,[1846 TO 1849],1846,1846,"Hamilton County, Iowa|Iowa","-93.5816793, 42.38335821, -93.46261027, 42.47113585",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_926,323b8be4-bf2d-4e59-95b1-38bf62bd34ea,323b8be4-bf2d-4e59-95b1-38bf62bd34ea,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Wayne County, Iowa; 67N 20W","Iowa land survey map of t067n, r020w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1852,[1846 TO 1852],1846,1846,"Wayne County, Iowa|Iowa","-93.21248698, 40.58135861, -93.09719026, 40.63791009",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_787,7dcd95c8-0e17-4fbc-ae69-ff6e8688fcec,7dcd95c8-0e17-4fbc-ae69-ff6e8688fcec,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Wayne County, Iowa; 67N 21W","Iowa land survey map of t067n, r021w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1852,[1846 TO 1852],1846,1846,"Wayne County, Iowa|Iowa","-93.32789706, 40.58068241, -93.21207859, 40.63775114",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_834,851e7d42-fe9f-4b63-819a-22e7971ba480,851e7d42-fe9f-4b63-819a-22e7971ba480,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Wayne County, Iowa; 67N 22W","Iowa land survey map of t067n, r022w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1852,[1846 TO 1852],1846,1846,"Wayne County, Iowa|Iowa","-93.44202035, 40.57996862, -93.32731682, 40.63775155",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_869,93684e92-539a-4bee-98ce-8aa9323329f0,93684e92-539a-4bee-98ce-8aa9323329f0,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Wayne County, Iowa; 67N 23W","Iowa land survey map of t067n, r023w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1852,[1846 TO 1852],1846,1846,"Wayne County, Iowa|Iowa","-93.55714984, 40.57992378, -93.44183593, 40.63843739",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_905,c43b9e94-bce3-4ce4-94d4-6b0414126b6f,c43b9e94-bce3-4ce4-94d4-6b0414126b6f,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Decatur County, Iowa; 67N 24W","Iowa land survey map of t067n, r024w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1852,[1846 TO 1852],1846,1846,"Decatur County, Iowa|Iowa","-93.672096, 40.57816685, -93.55687542, 40.63849563",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_940,6a0c0b5b-b6a9-45eb-8030-d234213a0aeb,6a0c0b5b-b6a9-45eb-8030-d234213a0aeb,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Decatur County, Iowa; 67N 25W","Iowa land survey map of t067n, r025w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-1852,[1846 TO 1852],1846,1846,"Decatur County, Iowa|Iowa","-93.78739506, 40.57729717, -93.67138006, 40.63840533",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_975,91f44a9d-716c-45c4-90b8-d3291cf0b64b,91f44a9d-716c-45c4-90b8-d3291cf0b64b,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Dallas County, Iowa; 79N 26W","Iowa land survey map of t079n, r026w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1846-7-11,[1846 TO 1846],1846,1846,"Dallas County, Iowa|Iowa","-93.93112605, 41.6004143, -93.81417598, 41.68850668",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1022,08918189-18e7-466b-9536-068727568996,08918189-18e7-466b-9536-068727568996,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Warren County, Iowa; 74N 24W","Iowa land survey map of t074n, r024w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1847,[1847 TO 1847],1847,1847,"Warren County, Iowa|Iowa","-93.67377112, 41.16130291, -93.55751005, 41.24914713",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_947,dadc6574-6532-49f0-b474-12f5e5dd5a70,dadc6574-6532-49f0-b474-12f5e5dd5a70,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Warren County, Iowa; 74N 25W","Iowa land survey map of t074n, r025w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1847,[1847 TO 1847],1847,1847,"Warren County, Iowa|Iowa","-93.789649, 41.16174402, -93.67326794, 41.24949248",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_982,83e02fdf-660b-435f-91c8-9116444459b4,83e02fdf-660b-435f-91c8-9116444459b4,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Warren County, Iowa; 75N 25W","Iowa land survey map of t075n, r025w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1847,[1847 TO 1847],1847,1847,"Warren County, Iowa|Iowa","-93.79013841, 41.24914467, -93.6733075, 41.33746044",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_983,5ce16f9d-08c8-4df4-8fba-c7a776d68f7b,5ce16f9d-08c8-4df4-8fba-c7a776d68f7b,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Warren County, Iowa; 75N 24W","Iowa land survey map of t075n, r024w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1847,[1847 TO 1847],1847,1847,"Warren County, Iowa|Iowa","-93.67367321, 41.24858233, -93.55816842, 41.33737651",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_948,b20f92bc-b01f-4271-ae9f-1f62e2d0acae,b20f92bc-b01f-4271-ae9f-1f62e2d0acae,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Warren County, Iowa; 76N 24W","Iowa land survey map of t076n, r024w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1847,[1847 TO 1847],1847,1847,"Warren County, Iowa|Iowa","-93.67401629, 41.33639721, -93.55829824, 41.42466474",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_949,6bb43e10-d9d4-4eb8-a2a1-f46acac42ec6,6bb43e10-d9d4-4eb8-a2a1-f46acac42ec6,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Warren County, Iowa; 76N 25W","Iowa land survey map of t076n, r025w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1847,[1847 TO 1847],1847,1847,"Warren County, Iowa|Iowa","-93.79096319, 41.33730343, -93.6733075, 41.42533576",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_984,30ed9a0c-0c2e-456f-b4a6-5019349f9cf6,30ed9a0c-0c2e-456f-b4a6-5019349f9cf6,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Warren County, Iowa; 77N 24W","Iowa land survey map of t077n, r024w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1847,[1847 TO 1847],1847,1847,"Warren County, Iowa|Iowa","-93.67414358, 41.42384307, -93.5580834, 41.5120681",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_950,c9d1a22d-eb5f-4ca1-9967-50a2cca4714b,c9d1a22d-eb5f-4ca1-9967-50a2cca4714b,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Warren County, Iowa; 77N 25W","Iowa land survey map of t077n, r025w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1847,[1847 TO 1847],1847,1847,"Warren County, Iowa|Iowa","-93.79079594, 41.42464102, -93.67395544, 41.5120681",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_985,e10fca53-426a-4aab-b3a9-4b0a2cf26520,e10fca53-426a-4aab-b3a9-4b0a2cf26520,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Polk County, Iowa; 81N 22W","Iowa land survey map of t081n, r022w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1847,[1847 TO 1847],1847,1847,"Polk County, Iowa|Iowa","-93.46414173, 41.77653731, -93.34791044, 41.86322865",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_884,98f7f12d-981d-473c-841b-8b9e95c08f5e,98f7f12d-981d-473c-841b-8b9e95c08f5e,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Adams County, Iowa; 73N 34W","Iowa land survey map of t073n, r034w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1849,[1847 TO 1849],1847,1847,"Adams County, Iowa|Iowa","-94.8149531, 41.07165023, -94.70008552, 41.15850251",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1307,ecb25906-edd4-4aea-af9d-7877afebb28d,ecb25906-edd4-4aea-af9d-7877afebb28d,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Madison County, Iowa; 75N 26W","Iowa land survey map of t075n, r026w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1849,[1847 TO 1849],1847,1847,"Madison County, Iowa|Iowa","-93.89841697, 41.24333876, -93.78948199, 41.33731787",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1018,88301544-4cdf-4157-b4a4-b43f5168d717,88301544-4cdf-4157-b4a4-b43f5168d717,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Madison County, Iowa; 76N 26W","Iowa land survey map of t076n, r026w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1849,[1847 TO 1849],1847,1847,"Madison County, Iowa|Iowa","-93.89789957, 41.32995145, -93.79013841, 41.42533576",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1019,a69d3d49-78a6-4093-8725-29ed8c250f11,a69d3d49-78a6-4093-8725-29ed8c250f11,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Madison County, Iowa; 77N 26W","Iowa land survey map of t077n, r026w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1849,[1847 TO 1849],1847,1847,"Madison County, Iowa|Iowa","-93.89732038, 41.41660865, -93.79047994, 41.51190193",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1020,2da1cb94-ac71-4217-9b16-01a29e9e8a6f,2da1cb94-ac71-4217-9b16-01a29e9e8a6f,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Dubuque County, Iowa; 89N 3E","Iowa land survey map of t089n, r003e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1847-1850,[1847 TO 1850],1847,1847,"Dubuque County, Iowa|Iowa","-90.66213161, 42.47150738, -90.63614484, 42.55745717",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_60,51409891-f01e-47ec-8db4-4671328be3be,51409891-f01e-47ec-8db4-4671328be3be,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Madison County, Iowa; 74N 26W","Iowa land survey map of t074n, r026w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1848-1848,[1848 TO 1848],1848,1848,"Madison County, Iowa|Iowa","-93.89901185, 41.15648968, -93.78921317, 41.24945228",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1017,f23bb14e-6b5c-4412-8849-587cd99faafa,f23bb14e-6b5c-4412-8849-587cd99faafa,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Fayette County, Iowa; 93N 9W","Iowa land survey map of t093n, r009w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1848-1848,[1848 TO 1848],1848,1848,"Fayette County, Iowa|Iowa","-91.96396234, 42.81800649, -91.84488994, 42.90663065",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_410,e7794c1e-6468-4bbb-be3d-7d231f29fcd5,e7794c1e-6468-4bbb-be3d-7d231f29fcd5,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Fayette County, Iowa; 93N 10W","Iowa land survey map of t093n, r010w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1848-1848,[1848 TO 1848],1848,1848,"Fayette County, Iowa|Iowa","-92.0816873, 42.81821265, -91.96350426, 42.90690705",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_446,da3380b1-10b4-45d3-a0d2-b561db46bb9a,da3380b1-10b4-45d3-a0d2-b561db46bb9a,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
